class,filename,height,width,xmax,xmin,ymax,ymin
head,04_00059.jpg,76,76,177,101,143,67
head,04_00060.jpg,76,76,177,101,142,66
head,04_00061.jpg,76,76,178,102,142,66
head,04_00062.jpg,76,76,177,101,142,66
head,04_00063.jpg,76,76,177,101,143,67
head,04_00064.jpg,76,76,177,101,143,67
head,04_00065.jpg,76,76,178,102,143,67
head,04_00066.jpg,76,76,178,102,142,66
head,04_00067.jpg,76,76,178,102,143,67
head,04_00068.jpg,76,76,179,103,143,67
head,04_00069.jpg,76,76,179,103,143,67
head,04_00070.jpg,76,76,179,103,142,66
head,04_00071.jpg,76,76,179,103,142,66
head,04_00072.jpg,76,76,179,103,143,67
head,04_00073.jpg,76,76,179,103,143,67
head,04_00074.jpg,76,76,179,103,143,67
head,04_00075.jpg,76,76,179,103,142,66
head,04_00076.jpg,76,76,178,102,143,67
head,04_00077.jpg,76,76,178,102,143,67
head,04_00078.jpg,76,76,179,103,143,67
head,04_00079.jpg,76,76,179,103,142,66
head,04_00080.jpg,76,76,178,102,142,66
head,04_00081.jpg,76,76,179,103,142,66
head,04_00082.jpg,76,76,178,102,140,64
head,04_00083.jpg,76,76,178,102,141,65
head,04_00084.jpg,76,76,178,102,142,66
head,04_00085.jpg,76,76,177,101,142,66
head,04_00086.jpg,76,76,177,101,139,63
head,04_00087.jpg,76,76,178,102,138,62
head,04_00088.jpg,76,76,178,102,137,61
head,04_00089.jpg,76,76,178,102,137,61
head,04_00090.jpg,76,76,178,102,140,64
head,04_00091.jpg,76,76,178,102,138,62
head,04_00092.jpg,76,76,178,102,137,61
head,04_00093.jpg,76,76,178,102,137,61
head,04_00094.jpg,76,76,179,103,136,60
head,04_00095.jpg,76,76,180,104,136,60
head,04_00096.jpg,76,76,180,104,137,61
head,04_00097.jpg,76,76,181,105,137,61
head,04_00098.jpg,76,76,180,104,136,60
head,04_00099.jpg,76,76,181,105,136,60
head,04_00100.jpg,76,76,182,106,137,61
head,04_00101.jpg,76,76,183,107,140,64
head,04_00102.jpg,76,76,183,107,141,65
head,04_00103.jpg,76,76,184,108,143,67
head,04_00104.jpg,76,76,184,108,143,67
head,04_00105.jpg,76,76,183,107,140,64
head,04_00106.jpg,76,76,183,107,141,65
head,04_00107.jpg,76,76,182,106,142,66
head,04_00108.jpg,76,76,182,106,142,66
head,04_00109.jpg,76,76,182,106,143,67
head,04_00110.jpg,76,76,181,105,140,64
head,04_00111.jpg,76,76,182,106,138,62
head,04_00112.jpg,76,76,182,106,137,61
head,04_00113.jpg,76,76,182,106,137,61
head,04_00114.jpg,76,76,182,106,137,61
head,04_00115.jpg,76,76,181,105,137,61
head,04_00116.jpg,76,76,181,105,137,61
head,04_00122.jpg,76,76,184,108,140,64
head,04_00123.jpg,76,76,184,108,138,62
head,04_00124.jpg,76,76,183,107,137,61
head,04_00125.jpg,76,76,182,106,137,61
head,04_00126.jpg,76,76,183,107,137,61
head,04_00127.jpg,76,76,183,107,137,61
head,04_00128.jpg,76,76,184,108,137,61
head,04_00129.jpg,76,76,184,108,139,63
head,04_00130.jpg,76,76,184,108,141,65
head,04_00131.jpg,76,76,184,108,142,66
head,04_00132.jpg,76,76,185,109,139,63
head,04_00133.jpg,76,76,184,108,138,62
head,04_00134.jpg,76,76,184,108,137,61
head,04_00135.jpg,76,76,184,108,139,63
head,04_00136.jpg,76,76,183,107,138,62
head,04_00137.jpg,76,76,183,107,137,61
head,04_00138.jpg,76,76,182,106,136,60
head,04_00139.jpg,76,76,180,104,135,59
head,04_00140.jpg,76,76,180,104,136,60
head,04_00141.jpg,76,76,182,106,136,60
head,04_00142.jpg,76,76,182,106,137,61
head,04_00143.jpg,76,76,181,105,136,60
head,04_00188.jpg,76,76,177,101,137,61
head,04_00189.jpg,76,76,173,97,137,61
head,04_00190.jpg,76,76,173,97,136,60
head,04_00191.jpg,76,76,172,96,137,61
head,04_00192.jpg,76,76,171,95,137,61
head,04_00193.jpg,76,76,172,96,137,61
head,04_00194.jpg,76,76,172,96,140,64
head,04_00195.jpg,76,76,172,96,138,62
head,04_00196.jpg,76,76,172,96,137,61
head,04_00197.jpg,76,76,173,97,137,61
head,04_00198.jpg,76,76,174,98,137,61
head,04_00199.jpg,76,76,173,97,137,61
head,04_00200.jpg,76,76,174,98,137,61
head,04_00201.jpg,76,76,176,100,137,61
head,04_00202.jpg,76,76,178,102,136,60
head,04_00203.jpg,76,76,179,103,137,61
head,04_00204.jpg,76,76,179,103,137,61
head,04_00205.jpg,76,76,179,103,136,60
head,04_00206.jpg,76,76,179,103,136,60
head,04_00208.jpg,76,76,179,103,136,60
head,04_00209.jpg,76,76,180,104,136,60
head,04_00210.jpg,76,76,181,105,137,61
head,04_00211.jpg,76,76,182,106,137,61
head,04_00212.jpg,76,76,183,107,137,61
head,04_00213.jpg,76,76,182,106,136,60
head,04_00214.jpg,76,76,183,107,140,64
head,04_00215.jpg,76,76,184,108,138,62
head,04_00216.jpg,76,76,185,109,137,61
head,04_00217.jpg,76,76,185,109,137,61
head,04_00218.jpg,76,76,186,110,136,60
head,04_00219.jpg,76,76,186,110,137,61
head,04_00220.jpg,76,76,187,111,133,57
head,04_00221.jpg,76,76,188,112,132,56
head,04_00222.jpg,76,76,188,112,128,52
head,04_00223.jpg,76,76,188,112,126,50
head,04_00224.jpg,76,76,188,112,128,52
head,04_00225.jpg,76,76,187,111,132,56
head,04_00226.jpg,76,76,187,111,135,59
head,04_00227.jpg,76,76,186,110,136,60
head,04_00228.jpg,76,76,187,111,136,60
head,04_00229.jpg,76,76,187,111,136,60
head,04_00230.jpg,76,76,187,111,136,60
head,04_00231.jpg,76,76,188,112,133,57
head,04_00232.jpg,76,76,187,111,135,59
head,04_00233.jpg,76,76,186,110,135,59
head,04_00234.jpg,76,76,186,110,135,59
head,04_00235.jpg,76,76,186,110,136,60
head,04_00236.jpg,76,76,187,111,136,60
head,04_00237.jpg,76,76,187,111,136,60
head,04_00238.jpg,76,76,187,111,136,60
head,04_00239.jpg,76,76,186,110,136,60
head,04_00240.jpg,76,76,187,111,137,61
head,04_00241.jpg,76,76,187,111,134,58
head,04_00242.jpg,76,76,187,111,135,59
head,04_00243.jpg,76,76,187,111,136,60
head,04_00244.jpg,76,76,187,111,136,60
head,04_00245.jpg,76,76,187,111,136,60
head,04_00246.jpg,76,76,187,111,136,60
head,04_00247.jpg,76,76,187,111,134,58
head,04_00248.jpg,76,76,187,111,135,59
head,04_00249.jpg,76,76,186,110,136,60
head,04_00250.jpg,76,76,187,111,133,57
head,04_00251.jpg,76,76,187,111,135,59
head,04_00252.jpg,76,76,187,111,136,60
head,04_00253.jpg,76,76,187,111,136,60
head,04_00254.jpg,76,76,187,111,136,60
head,04_00255.jpg,76,76,186,110,136,60
head,04_00256.jpg,76,76,185,109,137,61
head,04_00257.jpg,76,76,185,109,136,60
head,04_00258.jpg,76,76,185,109,136,60
head,04_00259.jpg,76,76,184,108,136,60
head,04_00260.jpg,76,76,184,108,136,60
head,04_00261.jpg,76,76,184,108,136,60
head,04_00262.jpg,76,76,184,108,136,60
head,04_00263.jpg,76,76,183,107,136,60
head,04_00264.jpg,76,76,183,107,136,60
head,04_00265.jpg,76,76,183,107,137,61
head,04_00266.jpg,76,76,183,107,137,61
head,04_00267.jpg,76,76,183,107,136,60
head,04_00268.jpg,76,76,183,107,136,60
head,04_00269.jpg,76,76,183,107,137,61
head,04_00270.jpg,76,76,182,106,137,61
head,04_00271.jpg,76,76,182,106,137,61
head,04_00272.jpg,76,76,182,106,136,60
head,04_00273.jpg,76,76,183,107,136,60
head,04_00274.jpg,76,76,183,107,137,61
head,04_00275.jpg,76,76,184,108,137,61
head,04_00276.jpg,76,76,184,108,136,60
head,04_00277.jpg,76,76,184,108,136,60
head,04_00278.jpg,76,76,183,107,137,61
head,04_00279.jpg,76,76,182,106,137,61
head,04_00280.jpg,76,76,183,107,136,60
head,04_00281.jpg,76,76,181,105,136,60
head,04_00282.jpg,76,76,181,105,136,60
head,04_00283.jpg,76,76,180,104,133,57
head,04_00321.jpg,76,76,169,93,81,5
head,04_00322.jpg,76,76,170,94,83,7
head,04_00364.jpg,76,76,156,80,83,7
head,04_00369.jpg,76,76,163,87,91,15
head,04_00370.jpg,76,76,170,94,90,14
head,04_00371.jpg,76,76,176,100,90,14
head,04_00372.jpg,76,76,181,105,91,15
head,04_00373.jpg,76,76,183,107,87,11
head,04_00374.jpg,76,76,187,111,86,10
head,04_00375.jpg,76,76,186,110,81,5
head,04_00376.jpg,76,76,184,108,75,-1
head,04_00377.jpg,76,76,184,108,66,-10
head,04_00378.jpg,76,76,179,103,57,-19
head,04_00379.jpg,76,76,177,101,53,-23
head,04_00380.jpg,76,76,181,105,51,-25
head,04_00381.jpg,76,76,179,103,50,-26
head,04_00382.jpg,76,76,173,97,59,-17
head,04_00383.jpg,76,76,166,90,65,-11
head,04_00384.jpg,76,76,156,80,69,-7
head,04_00385.jpg,76,76,153,77,68,-8
head,04_00386.jpg,76,76,149,73,72,-4
head,04_00387.jpg,76,76,152,76,80,4
head,04_00389.jpg,76,76,144,68,71,-5
head,04_00390.jpg,76,76,141,65,77,1
head,04_00391.jpg,76,76,146,70,78,2
head,04_00392.jpg,76,76,153,77,86,10
head,04_00396.jpg,76,76,173,97,103,27
head,04_00399.jpg,76,76,190,114,99,23
head,04_00402.jpg,76,76,198,122,111,35
head,04_00403.jpg,76,76,196,120,114,38
head,04_00404.jpg,76,76,192,116,116,40
head,04_00406.jpg,76,76,179,103,123,47
head,04_00408.jpg,76,76,166,90,133,57
head,04_00409.jpg,76,76,165,89,134,58
head,04_00410.jpg,76,76,165,89,138,62
head,04_00411.jpg,76,76,168,92,141,65
head,04_00412.jpg,76,76,170,94,142,66
head,04_00413.jpg,76,76,172,96,142,66
head,04_00414.jpg,76,76,173,97,142,66
head,04_00415.jpg,76,76,174,98,148,72
head,04_00416.jpg,76,76,174,98,151,75
head,04_00417.jpg,76,76,174,98,156,80
head,04_00418.jpg,76,76,176,100,161,85
head,04_00419.jpg,76,76,181,105,169,93
head,04_00420.jpg,76,76,189,113,175,99
head,04_00421.jpg,76,76,195,119,176,100
head,04_00422.jpg,76,76,197,121,176,100
head,04_00423.jpg,76,76,195,119,176,100
head,04_00424.jpg,76,76,192,116,171,95
head,04_00425.jpg,76,76,188,112,169,93
head,04_00426.jpg,76,76,186,110,167,91
head,04_00427.jpg,76,76,185,109,167,91
head,04_00428.jpg,76,76,183,107,166,90
head,04_00429.jpg,76,76,182,106,163,87
head,04_00430.jpg,76,76,182,106,162,86
head,04_00431.jpg,76,76,179,103,161,85
head,04_00432.jpg,76,76,179,103,160,84
head,04_00433.jpg,76,76,180,104,160,84
head,04_00434.jpg,76,76,185,109,157,81
head,04_00435.jpg,76,76,187,111,153,77
head,04_00436.jpg,76,76,189,113,151,75
head,04_00437.jpg,76,76,192,116,150,74
head,04_00438.jpg,76,76,192,116,152,76
head,04_00439.jpg,76,76,193,117,153,77
head,04_00440.jpg,76,76,191,115,157,81
head,04_00441.jpg,76,76,190,114,158,82
head,04_00442.jpg,76,76,190,114,162,86
head,04_00443.jpg,76,76,190,114,158,82
head,04_00444.jpg,76,76,193,117,156,80
head,04_00445.jpg,76,76,201,125,152,76
head,04_00446.jpg,76,76,207,131,148,72
head,04_00447.jpg,76,76,213,137,145,69
head,04_00448.jpg,76,76,216,140,144,68
head,04_00449.jpg,76,76,220,144,146,70
head,04_00450.jpg,76,76,226,150,148,72
head,04_00451.jpg,76,76,233,157,151,75
head,04_00452.jpg,76,76,236,160,150,74
head,04_00453.jpg,76,76,239,163,146,70
head,04_00454.jpg,76,76,239,163,147,71
head,04_00455.jpg,76,76,236,160,145,69
head,04_00456.jpg,76,76,231,155,143,67
head,04_00457.jpg,76,76,224,148,146,70
head,04_00458.jpg,76,76,215,139,147,71
head,04_00459.jpg,76,76,206,130,144,68
head,04_00460.jpg,76,76,199,123,140,64
head,04_00462.jpg,76,76,187,111,136,60
head,04_00463.jpg,76,76,186,110,130,54
head,04_00512.jpg,76,76,189,113,118,42
head,04_00513.jpg,76,76,191,115,118,42
head,04_00518.jpg,76,76,180,104,134,58
head,04_00519.jpg,76,76,179,103,132,56
head,04_00520.jpg,76,76,179,103,131,55
head,04_00521.jpg,76,76,178,102,134,58
head,04_00522.jpg,76,76,178,102,132,56
head,04_00523.jpg,76,76,177,101,128,52
head,04_00524.jpg,76,76,178,102,129,53
head,04_00525.jpg,76,76,176,100,126,50
head,04_00526.jpg,76,76,176,100,125,49
head,04_00527.jpg,76,76,176,100,125,49
head,04_00528.jpg,76,76,175,99,121,45
head,04_00529.jpg,76,76,175,99,119,43
head,04_00530.jpg,76,76,175,99,119,43
head,04_00531.jpg,76,76,175,99,115,39
head,04_00532.jpg,76,76,175,99,113,37
head,04_00533.jpg,76,76,176,100,111,35
head,04_00534.jpg,76,76,175,99,111,35
head,04_00535.jpg,76,76,176,100,110,34
head,04_00536.jpg,76,76,178,102,110,34
head,04_00537.jpg,76,76,179,103,110,34
head,04_00538.jpg,76,76,179,103,110,34
head,04_00539.jpg,76,76,179,103,110,34
head,04_00540.jpg,76,76,178,102,111,35
head,04_00541.jpg,76,76,178,102,110,34
head,04_00542.jpg,76,76,178,102,110,34
head,04_00543.jpg,76,76,177,101,111,35
head,04_00544.jpg,76,76,177,101,111,35
head,04_00545.jpg,76,76,177,101,108,32
head,04_00546.jpg,76,76,177,101,106,30
head,04_00547.jpg,76,76,177,101,102,26
head,04_00548.jpg,76,76,177,101,106,30
head,04_00549.jpg,76,76,177,101,109,33
head,04_00550.jpg,76,76,176,100,106,30
head,04_00551.jpg,76,76,176,100,105,29
head,04_00552.jpg,76,76,176,100,104,28
head,04_00553.jpg,76,76,177,101,107,31
head,04_00554.jpg,76,76,178,102,109,33
head,04_00555.jpg,76,76,178,102,110,34
head,04_00556.jpg,76,76,177,101,110,34
head,04_00557.jpg,76,76,178,102,107,31
head,04_00558.jpg,76,76,178,102,109,33
head,04_00559.jpg,76,76,179,103,110,34
head,04_00560.jpg,76,76,178,102,111,35
head,04_00561.jpg,76,76,178,102,111,35
head,04_00562.jpg,76,76,177,101,111,35
head,04_00563.jpg,76,76,177,101,111,35
head,04_00564.jpg,76,76,177,101,111,35
head,04_00565.jpg,76,76,178,102,111,35
head,04_00566.jpg,76,76,177,101,111,35
head,04_00567.jpg,76,76,177,101,111,35
head,04_00568.jpg,76,76,177,101,111,35
head,04_00569.jpg,76,76,177,101,111,35
head,04_00570.jpg,76,76,176,100,111,35
head,04_00571.jpg,76,76,177,101,111,35
head,04_00572.jpg,76,76,178,102,111,35
head,04_00573.jpg,76,76,178,102,110,34
head,04_00574.jpg,76,76,177,101,111,35
head,04_00575.jpg,76,76,177,101,111,35
head,04_00576.jpg,76,76,177,101,111,35
head,04_00577.jpg,76,76,177,101,110,34
head,04_00578.jpg,76,76,178,102,110,34
head,04_00579.jpg,76,76,178,102,110,34
head,04_00580.jpg,76,76,178,102,111,35
head,04_00581.jpg,76,76,178,102,111,35
head,04_00582.jpg,76,76,178,102,110,34
head,04_00583.jpg,76,76,178,102,110,34
head,04_00584.jpg,76,76,179,103,111,35
head,04_00585.jpg,76,76,178,102,111,35
head,04_00586.jpg,76,76,179,103,111,35
head,04_00587.jpg,76,76,178,102,111,35
head,04_00588.jpg,76,76,178,102,111,35
head,04_00589.jpg,76,76,178,102,111,35
head,04_00590.jpg,76,76,178,102,111,35
head,04_00591.jpg,76,76,178,102,110,34
head,04_00592.jpg,76,76,179,103,110,34
head,04_00593.jpg,76,76,179,103,110,34
head,04_00594.jpg,76,76,180,104,114,38
head,04_00595.jpg,76,76,179,103,116,40
head,04_00596.jpg,76,76,179,103,113,37
head,04_00597.jpg,76,76,179,103,112,36
head,04_00598.jpg,76,76,179,103,112,36
head,04_00599.jpg,76,76,178,102,111,35
head,04_00600.jpg,76,76,179,103,111,35
head,04_00601.jpg,76,76,179,103,111,35
head,04_00602.jpg,76,76,180,104,111,35
head,04_00603.jpg,76,76,179,103,110,34
head,04_00604.jpg,76,76,177,101,111,35
head,04_00605.jpg,76,76,179,103,111,35
head,04_00606.jpg,76,76,179,103,111,35
head,04_00607.jpg,76,76,179,103,110,34
head,04_00608.jpg,76,76,180,104,110,34
head,04_00609.jpg,76,76,179,103,114,38
head,04_00610.jpg,76,76,178,102,109,33
head,04_00611.jpg,76,76,177,101,110,34
head,04_00612.jpg,76,76,176,100,110,34
head,04_00613.jpg,76,76,175,99,114,38
head,04_00614.jpg,76,76,174,98,112,36
head,04_00615.jpg,76,76,174,98,108,32
head,04_00616.jpg,76,76,173,97,106,30
head,04_00617.jpg,76,76,174,98,108,32
head,04_00618.jpg,76,76,175,99,113,37
head,04_00619.jpg,76,76,176,100,118,42
head,04_00620.jpg,76,76,176,100,114,38
head,04_00621.jpg,76,76,173,97,117,41
head,04_00622.jpg,76,76,167,91,121,45
head,04_00623.jpg,76,76,167,91,123,47
head,04_00624.jpg,76,76,170,94,126,50
head,04_00625.jpg,76,76,174,98,131,55
head,04_00626.jpg,76,76,175,99,121,45
head,04_00627.jpg,76,76,175,99,123,47
head,04_00628.jpg,76,76,174,98,125,49
head,04_00629.jpg,76,76,176,100,127,51
head,04_00630.jpg,76,76,177,101,126,50
head,04_00631.jpg,76,76,177,101,125,49
head,04_00632.jpg,76,76,176,100,127,51
head,04_00633.jpg,76,76,176,100,129,53
head,04_00634.jpg,76,76,175,99,114,38
head,04_00635.jpg,76,76,173,97,116,40
head,04_00636.jpg,76,76,174,98,113,37
head,04_00637.jpg,76,76,175,99,112,36
head,04_00638.jpg,76,76,176,100,112,36
head,04_00639.jpg,76,76,177,101,111,35
head,04_00640.jpg,76,76,177,101,111,35
head,04_00641.jpg,76,76,177,101,111,35
head,04_00642.jpg,76,76,176,100,111,35
head,04_00643.jpg,76,76,177,101,111,35
head,04_00644.jpg,76,76,177,101,111,35
head,04_00645.jpg,76,76,177,101,107,31
head,04_00646.jpg,76,76,177,101,109,33
head,04_00647.jpg,76,76,177,101,110,34
head,04_00652.jpg,76,76,177,101,110,34
head,04_00653.jpg,76,76,176,100,110,34
head,04_00654.jpg,76,76,177,101,111,35
head,04_00655.jpg,76,76,177,101,111,35
head,04_00656.jpg,76,76,177,101,108,32
head,04_00657.jpg,76,76,176,100,106,30
head,04_00658.jpg,76,76,175,99,105,29
head,04_00659.jpg,76,76,175,99,101,25
head,04_00660.jpg,76,76,176,100,106,30
head,04_00661.jpg,76,76,176,100,108,32
head,04_00662.jpg,76,76,176,100,106,30
head,04_00663.jpg,76,76,175,99,105,29
head,04_00664.jpg,76,76,176,100,108,32
head,04_00665.jpg,76,76,175,99,109,33
head,04_00666.jpg,76,76,175,99,110,34
head,04_00667.jpg,76,76,175,99,110,34
head,04_00668.jpg,76,76,176,100,111,35
head,04_00669.jpg,76,76,175,99,107,31
head,04_00670.jpg,76,76,175,99,106,30
head,04_00671.jpg,76,76,176,100,105,29
head,04_00672.jpg,76,76,176,100,108,32
head,04_00673.jpg,76,76,176,100,109,33
head,04_00674.jpg,76,76,175,99,107,31
head,04_00675.jpg,76,76,174,98,109,33
head,04_00676.jpg,76,76,174,98,110,34
head,04_00677.jpg,76,76,173,97,107,31
head,04_00678.jpg,76,76,173,97,106,30
head,04_00679.jpg,76,76,174,98,105,29
head,04_00680.jpg,76,76,175,99,108,32
head,04_00681.jpg,76,76,176,100,110,34
head,04_00682.jpg,76,76,177,101,110,34
head,04_00683.jpg,76,76,178,102,111,35
head,04_00684.jpg,76,76,178,102,111,35
head,04_00685.jpg,76,76,177,101,111,35
head,04_00686.jpg,76,76,177,101,111,35
head,04_00687.jpg,76,76,178,102,114,38
head,04_00688.jpg,76,76,179,103,116,40
head,04_00689.jpg,76,76,180,104,117,41
head,04_00690.jpg,76,76,181,105,121,45
head,04_00691.jpg,76,76,183,107,126,50
head,04_00692.jpg,76,76,184,108,131,55
head,04_00693.jpg,76,76,185,109,134,58
head,04_00694.jpg,76,76,184,108,139,63
head,04_00695.jpg,76,76,181,105,141,65
head,04_00696.jpg,76,76,173,97,147,71
head,04_00697.jpg,76,76,163,87,154,78
head,04_00698.jpg,76,76,162,86,157,81
head,04_00699.jpg,76,76,165,89,149,73
head,04_00700.jpg,76,76,170,94,143,67
head,04_00701.jpg,76,76,176,100,140,64
head,04_00702.jpg,76,76,179,103,138,62
head,04_00703.jpg,76,76,183,107,141,65
head,04_00704.jpg,76,76,195,119,143,67
head,04_00705.jpg,76,76,200,124,151,75
head,04_00706.jpg,76,76,207,131,156,80
head,04_00707.jpg,76,76,203,127,154,78
head,04_00708.jpg,76,76,197,121,149,73
head,04_00709.jpg,76,76,188,112,146,70
head,04_00715.jpg,76,76,160,84,153,77
head,04_00716.jpg,76,76,150,74,157,81
head,04_00717.jpg,76,76,153,77,150,74
head,04_00718.jpg,76,76,157,81,146,70
head,04_00719.jpg,76,76,162,86,144,68
head,04_00720.jpg,76,76,166,90,144,68
head,04_00721.jpg,76,76,171,95,144,68
head,04_00722.jpg,76,76,174,98,143,67
head,04_00723.jpg,76,76,177,101,146,70
head,04_00724.jpg,76,76,181,105,148,72
head,04_00725.jpg,76,76,184,108,145,69
head,04_00726.jpg,76,76,186,110,144,68
head,04_00727.jpg,76,76,190,114,147,71
head,04_00728.jpg,76,76,196,120,148,72
head,04_00729.jpg,76,76,201,125,149,73
head,04_00730.jpg,76,76,202,126,149,73
head,04_00731.jpg,76,76,207,131,145,69
head,04_00732.jpg,76,76,205,129,147,71
head,04_00733.jpg,76,76,204,128,148,72
head,04_00734.jpg,76,76,204,128,148,72
head,04_00735.jpg,76,76,204,128,149,73
head,04_00736.jpg,76,76,196,120,149,73
head,04_00737.jpg,76,76,190,114,152,76
head,04_00738.jpg,76,76,182,106,153,77
head,04_00739.jpg,76,76,177,101,156,80
head,04_00740.jpg,76,76,169,93,158,82
head,04_00741.jpg,76,76,164,88,159,83
head,04_00747.jpg,76,76,156,80,143,67
head,04_00748.jpg,76,76,153,77,147,71
head,04_00749.jpg,76,76,147,71,145,69
head,04_00750.jpg,76,76,143,67,144,68
head,04_00751.jpg,76,76,142,66,144,68
head,04_00761.jpg,76,76,176,100,146,70
head,04_00762.jpg,76,76,179,103,145,69
head,04_00763.jpg,76,76,179,103,144,68
head,04_00764.jpg,76,76,179,103,146,70
head,04_00765.jpg,76,76,180,104,147,71
head,04_00766.jpg,76,76,179,103,145,69
head,04_00767.jpg,76,76,179,103,147,71
head,04_00768.jpg,76,76,176,100,145,69
head,04_00778.jpg,76,76,173,97,143,67
head,04_00779.jpg,76,76,174,98,142,66
head,04_00780.jpg,76,76,174,98,140,64
head,04_00781.jpg,76,76,172,96,138,62
head,04_00782.jpg,76,76,168,92,138,62
head,04_00783.jpg,76,76,162,86,140,64
head,04_00784.jpg,76,76,152,76,141,65
head,04_00785.jpg,76,76,143,67,139,63
head,04_00786.jpg,76,76,135,59,138,62
head,04_00787.jpg,76,76,130,54,129,53
head,04_00788.jpg,76,76,128,52,125,49
head,04_00789.jpg,76,76,128,52,124,48
head,04_00790.jpg,76,76,132,56,127,51
head,04_00791.jpg,76,76,137,61,129,53
head,04_00792.jpg,76,76,140,64,128,52
head,04_00793.jpg,76,76,141,65,129,53
head,04_00794.jpg,76,76,142,66,130,54
head,04_00795.jpg,76,76,150,74,128,52
head,04_00796.jpg,76,76,156,80,129,53
head,04_00797.jpg,76,76,160,84,130,54
head,04_00798.jpg,76,76,162,86,130,54
head,04_00799.jpg,76,76,163,87,133,57
head,04_00800.jpg,76,76,163,87,135,59
head,04_00801.jpg,76,76,162,86,135,59
head,04_00802.jpg,76,76,161,85,136,60
head,04_00803.jpg,76,76,159,83,134,58
head,04_00804.jpg,76,76,159,83,135,59
head,04_00805.jpg,76,76,158,82,136,60
head,04_00806.jpg,76,76,157,81,136,60
head,04_00807.jpg,76,76,159,83,137,61
head,04_00808.jpg,76,76,164,88,137,61
head,04_00809.jpg,76,76,172,96,137,61
head,04_00810.jpg,76,76,181,105,134,58
head,04_00811.jpg,76,76,190,114,138,62
head,04_00812.jpg,76,76,197,121,141,65
head,04_00813.jpg,76,76,203,127,141,65
head,04_00814.jpg,76,76,205,129,138,62
head,04_00815.jpg,76,76,205,129,141,65
head,04_00816.jpg,76,76,205,129,139,63
head,04_00817.jpg,76,76,205,129,141,65
head,04_00818.jpg,76,76,205,129,142,66
head,04_00819.jpg,76,76,204,128,142,66
head,04_00820.jpg,76,76,201,125,143,67
head,04_00821.jpg,76,76,198,122,140,64
head,04_00822.jpg,76,76,195,119,138,62
head,04_00823.jpg,76,76,192,116,138,62
head,04_00824.jpg,76,76,189,113,140,64
head,04_00825.jpg,76,76,187,111,142,66
head,04_00826.jpg,76,76,185,109,145,69
head,04_00827.jpg,76,76,183,107,144,68
head,04_00828.jpg,76,76,181,105,144,68
head,04_00829.jpg,76,76,180,104,143,67
head,04_00830.jpg,76,76,179,103,143,67
head,04_00831.jpg,76,76,178,102,143,67
head,04_00832.jpg,76,76,179,103,142,66
